Frame,Path,EAR,Drowsy
0,frames\frame_0.jpg,0.26951682404190425,False
5,frames\frame_5.jpg,0.2840740725543837,False
10,frames\frame_10.jpg,0.28851671283121394,False
15,frames\frame_15.jpg,0.3091994992027094,False
20,frames\frame_20.jpg,0.27719223683715566,False
25,frames\frame_25.jpg,0.2927782571737164,False
30,frames\frame_30.jpg,0.3109653062783502,False
35,frames\frame_35.jpg,0.306976225923297,False
